Combination,FeatureComb,Percentage,Algorithm,Mean RMSE,Mean NRMSE
combination_2_ABCDE,CD,20,RandomForest,0.6432260549558114,0.10494511757639136
combination_2_ABCDE,CE,20,KNN,0.5561919258065544,0.08994278139380822
combination_2_ABCDE,CE,20,MICE,0.565773768756037,0.09143444816334273
combination_2_ABCDE,CE,20,RandomForest,0.5644335836239969,0.09123414164366761
combination_2_ABCDE,DE,20,KNN,0.501568639882506,0.085500784580509
combination_2_ABCDE,DE,20,MICE,0.436235381987575,0.07434969263937222
combination_2_ABCDE,DE,20,RandomForest,0.43662750976268905,0.07440341768482239
combination_2_ABCDE,ABC,20,KNN,0.750819494505438,0.10913759209296219
combination_2_ABCDE,ABC,20,MICE,0.6967963482042118,0.10127310150578066
combination_2_ABCDE,ABC,20,RandomForest,0.6949623504237993,0.10101314976203525
combination_2_ABCDE,ABD,20,KNN,0.6147530712459894,0.09045369408528975
combination_2_ABCDE,ABD,20,MICE,0.5967681954909272,0.0869414359273824
combination_2_ABCDE,ABD,20,RandomForest,0.5713151046023605,0.08356850420782372
combination_2_ABCDE,ABE,20,KNN,0.6188023821579096,0.08943395633188844
combination_2_ABCDE,ABE,20,MICE,0.5489580886984028,0.07937482471672487
combination_2_ABCDE,ABE,20,RandomForest,0.5564495280494896,0.08044261611058284
combination_2_ABCDE,ACD,20,KNN,0.5547179801755093,0.09153922366716284
combination_2_ABCDE,ACD,20,MICE,0.5488161237632022,0.09061837204924993
combination_2_ABCDE,ACD,20,RandomForest,0.5571968948172088,0.09202731497921517
combination_2_ABCDE,ACE,20,KNN,0.5177709634668792,0.08520980100213928
combination_2_ABCDE,ACE,20,MICE,0.5263168392910684,0.08655621109366309
combination_2_ABCDE,ACE,20,RandomForest,0.5483743366049044,0.09031092220181448
combination_2_ABCDE,ADE,20,KNN,0.44835143278320133,0.07682582260606154
combination_2_ABCDE,ADE,20,MICE,0.4281237589241192,0.07340431156842418
combination_2_ABCDE,ADE,20,RandomForest,0.4252013752542085,0.07287371830036032
combination_2_ABCDE,BCD,20,KNN,0.6826243487121777,0.09981175737035314
combination_2_ABCDE,BCD,20,MICE,0.6685158385320084,0.09780467195032719
combination_2_ABCDE,BCD,20,RandomForest,0.6552033312730534,0.09652793381856675
combination_2_ABCDE,BCE,20,KNN,0.6597439536644946,0.09539048200734693
combination_2_ABCDE,BCE,20,MICE,0.6486414897882329,0.09424721529434314
combination_2_ABCDE,BCE,20,RandomForest,0.6331979973958191,0.09245479457747259
combination_2_ABCDE,BDE,20,KNN,0.5946154912694933,0.08832982524338293
combination_2_ABCDE,BDE,20,MICE,0.5569447627016538,0.08215222372220549
combination_2_ABCDE,BDE,20,RandomForest,0.5461153847982821,0.08122338136902706
combination_2_ABCDE,CDE,20,KNN,0.6018814754513354,0.09920840484925425
combination_2_ABCDE,CDE,20,MICE,0.5572193511760501,0.09172146176379475
combination_2_ABCDE,CDE,20,RandomForest,0.560450726480163,0.09228185775857836
combination_2_ABCDE,ABCD,20,KNN,0.6719034670543305,0.10022427784182522
combination_2_ABCDE,ABCD,20,MICE,0.6175961862082545,0.09227069816661734
combination_2_ABCDE,ABCD,20,RandomForest,0.6303283713567189,0.09455440884635022
combination_2_ABCDE,ABCE,20,KNN,0.6391653239746788,0.09453599380034436
combination_2_ABCDE,ABCE,20,MICE,0.6088846223537046,0.0904639190915075
combination_2_ABCDE,ABCE,20,RandomForest,0.5932371693623807,0.08793392256865756
combination_2_ABCDE,ABDE,20,KNN,0.5427893373278059,0.08185988446770484
combination_2_ABCDE,ABDE,20,MICE,0.5379395039806345,0.08038049834392906
combination_2_ABCDE,ABDE,20,RandomForest,0.5083810956433348,0.07622576857078198
combination_2_ABCDE,ACDE,20,KNN,0.5177566279119274,0.08598821177464633
combination_2_ABCDE,ACDE,20,MICE,0.5072130941563308,0.08410618460617626
combination_2_ABCDE,ACDE,20,RandomForest,0.5195379446021298,0.08623450429198984
combination_2_ABCDE,BCDE,20,KNN,0.6046502433511028,0.0910715459035256
combination_2_ABCDE,BCDE,20,MICE,0.5972464515490372,0.08947144050237552
combination_2_ABCDE,BCDE,20,RandomForest,0.5859735269573945,0.08846055921952216
combination_2_ABCDE,ABCDE,20,KNN,0.6193150831703541,0.09388496380230739
combination_2_ABCDE,ABCDE,20,MICE,0.5701378968877365,0.08676641578743878
combination_2_ABCDE,ABCDE,20,RandomForest,0.5789694262747914,0.08833317113447507
combination_3_ABCDF,A,10,KNN,0.3714490182839115,0.07088721722975413
combination_3_ABCDF,A,10,MICE,0.33648596990965457,0.06421487975375088
combination_3_ABCDF,A,10,RandomForest,0.2966760685713223,0.056617570338038624
combination_3_ABCDF,B,10,KNN,0.49722610445165233,0.06710203838753741
combination_3_ABCDF,B,10,MICE,0.4461736512023659,0.06021236858331523
combination_3_ABCDF,B,10,RandomForest,0.29803861739399584,0.04022113595060672
combination_3_ABCDF,C,10,KNN,0.6025860519244549,0.09993135189460282
combination_3_ABCDF,C,10,MICE,0.592298921501725,0.09822536011637231
combination_3_ABCDF,C,10,RandomForest,0.5455786622558456,0.09047739009218005
combination_3_ABCDF,D,10,KNN,0.5108535023229732,0.09712043770398732
combination_3_ABCDF,D,10,MICE,0.5111857785040179,0.09718360808061174
combination_3_ABCDF,D,10,RandomForest,0.47847022841943404,0.09096392175274412
combination_3_ABCDF,F,10,KNN,0.43322515221279784,0.05361697428376211
combination_3_ABCDF,F,10,MICE,0.45068888243285193,0.055778327033768796
combination_3_ABCDF,F,10,RandomForest,0.5561553982716348,0.06883111364747956
combination_3_ABCDF,AB,10,KNN,0.44802290682866924,0.07226397606914742
combination_3_ABCDF,AB,10,MICE,0.42163073684605284,0.06726083712608479
combination_3_ABCDF,AB,10,RandomForest,0.368753081959976,0.05798673747451766
combination_3_ABCDF,AC,10,KNN,0.42283801445772295,0.07487846296861031
combination_3_ABCDF,AC,10,MICE,0.35503219762607,0.06346342620387886
combination_3_ABCDF,AC,10,RandomForest,0.34209985520962805,0.060977113471221686
combination_3_ABCDF,AD,10,KNN,0.3661635342402664,0.06974528668223633
combination_3_ABCDF,AD,10,MICE,0.3521734911073635,0.06707256541183564
combination_3_ABCDF,AD,10,RandomForest,0.35969874527701806,0.0684953556484487
combination_3_ABCDF,AF,10,KNN,0.36510603950292997,0.05766659284029972
combination_3_ABCDF,AF,10,MICE,0.29391069702920253,0.04776387269190769
combination_3_ABCDF,AF,10,RandomForest,0.29388909533544505,0.045901504061145196
combination_3_ABCDF,BC,10,KNN,0.44192804778728334,0.06617481291371045
combination_3_ABCDF,BC,10,MICE,0.38981633461780585,0.05734218344556287
combination_3_ABCDF,BC,10,RandomForest,0.3125133848975888,0.04723544574811102
combination_3_ABCDF,BD,10,KNN,0.4081075496174888,0.06386330846480193
combination_3_ABCDF,BD,10,MICE,0.3881494491290094,0.062494934806147186
combination_3_ABCDF,BD,10,RandomForest,0.3425778439939334,0.05755831153849348
combination_3_ABCDF,BF,10,KNN,0.40301402768485667,0.05233692433772169
combination_3_ABCDF,BF,10,MICE,0.34144902374241154,0.044690493017702275
combination_3_ABCDF,BF,10,RandomForest,0.31898017601457207,0.041307109671625895
combination_3_ABCDF,CD,10,KNN,0.48185218136214464,0.08427054399151543
combination_3_ABCDF,CD,10,MICE,0.5321583482277632,0.09312085867575007
combination_3_ABCDF,CD,10,RandomForest,0.48439799520236954,0.0853764284964545
combination_3_ABCDF,CF,10,KNN,0.4726747356137194,0.07098675391834784
combination_3_ABCDF,CF,10,MICE,0.42245278080078996,0.06483451464765792
combination_3_ABCDF,CF,10,RandomForest,0.41899836362536186,0.06310646650346802
combination_3_ABCDF,DF,10,KNN,0.45573751989871863,0.07444623335398662
combination_3_ABCDF,DF,10,MICE,0.3807798983253775,0.06415473627849962
combination_3_ABCDF,DF,10,RandomForest,0.3936861054290692,0.06549309070502904
combination_3_ABCDF,ABC,10,KNN,0.473143248721941,0.07657740305025366
combination_3_ABCDF,ABC,10,MICE,0.45543329385695835,0.07344682057650362
combination_3_ABCDF,ABC,10,RandomForest,0.36868866424498464,0.05929944942945183
combination_3_ABCDF,ABD,10,KNN,0.47653107821422697,0.0806517114240237
combination_3_ABCDF,ABD,10,MICE,0.4437052554186669,0.07516619757633106
combination_3_ABCDF,ABD,10,RandomForest,0.394077118611766,0.06691026938364333
combination_3_ABCDF,ABF,10,KNN,0.4513288502263037,0.06701589804894466
combination_3_ABCDF,ABF,10,MICE,0.4379073620895675,0.0640889176536726
combination_3_ABCDF,ABF,10,RandomForest,0.4447724441256677,0.06338056283887646
combination_3_ABCDF,ACD,10,KNN,0.43332848154413706,0.07884907892830009
combination_3_ABCDF,ACD,10,MICE,0.40322870279163603,0.07371677799191396
combination_3_ABCDF,ACD,10,RandomForest,0.38043467162674166,0.06950692982190788
combination_3_ABCDF,ACF,10,KNN,0.44285534332754267,0.06983399142820841
combination_3_ABCDF,ACF,10,MICE,0.400365603956597,0.06253026322770036
combination_3_ABCDF,ACF,10,RandomForest,0.4222683007106686,0.06477498289361734
combination_3_ABCDF,ADF,10,KNN,0.3949757923710642,0.06526250443197626
combination_3_ABCDF,ADF,10,MICE,0.39856770137714664,0.06497731568453938
combination_3_ABCDF,ADF,10,RandomForest,0.42281032367574,0.06832005716121442
combination_3_ABCDF,BCD,10,KNN,0.4550280892824637,0.0748463197508579
combination_3_ABCDF,BCD,10,MICE,0.44584129591556454,0.07239913619348655
combination_3_ABCDF,BCD,10,RandomForest,0.37624811549111087,0.06361580757668778
combination_3_ABCDF,BCF,10,KNN,0.46644909285677577,0.06534159516005685
combination_3_ABCDF,BCF,10,MICE,0.423444256365588,0.05850810097346624
combination_3_ABCDF,BCF,10,RandomForest,0.40726983288189855,0.05638679105525292
combination_3_ABCDF,BDF,10,KNN,0.42823636796428227,0.06175787583255901
combination_3_ABCDF,BDF,10,MICE,0.4215572757693362,0.06178706396573283
combination_3_ABCDF,BDF,10,RandomForest,0.41904114066242454,0.0621169574020463
combination_3_ABCDF,CDF,10,KNN,0.5007987763225834,0.07887819853441029
combination_3_ABCDF,CDF,10,MICE,0.517037919916689,0.08210879069933007
combination_3_ABCDF,CDF,10,RandomForest,0.49609749887286986,0.07878668169734512
combination_3_ABCDF,ABCD,10,KNN,0.4293644323960266,0.07146614064381321
combination_3_ABCDF,ABCD,10,MICE,0.40543080660933856,0.06716839543861067
combination_3_ABCDF,ABCD,10,RandomForest,0.33603250412732966,0.05586554973797712
combination_3_ABCDF,ABCF,10,KNN,0.4468637871339027,0.06847416964651669
combination_3_ABCDF,ABCF,10,MICE,0.44934294442542677,0.06847700817465514
combination_3_ABCDF,ABCF,10,RandomForest,0.41161426392586364,0.06178973151496005
combination_3_ABCDF,ABDF,10,KNN,0.4529180254678156,0.07203468125589577
combination_3_ABCDF,ABDF,10,MICE,0.4398843701991817,0.06971469818042643
combination_3_ABCDF,ABDF,10,RandomForest,0.39786538792525405,0.062037221813697016
combination_3_ABCDF,ACDF,10,KNN,0.42154057603490147,0.07064935001609528
combination_3_ABCDF,ACDF,10,MICE,0.40781373134794413,0.06836638517710812
combination_3_ABCDF,ACDF,10,RandomForest,0.4025590220906737,0.06653206881754632
combination_3_ABCDF,BCDF,10,KNN,0.4364589044579123,0.06773663412677676
combination_3_ABCDF,BCDF,10,MICE,0.43924754853568293,0.06734120716341577
combination_3_ABCDF,BCDF,10,RandomForest,0.3944937107010556,0.061307259350698994
combination_3_ABCDF,ABCDF,10,KNN,0.46553895361088626,0.07254778925572256
combination_3_ABCDF,ABCDF,10,MICE,0.42399932821321895,0.06634558816975777
combination_3_ABCDF,ABCDF,10,RandomForest,0.372816249695362,0.05734968737096697
combination_3_ABCDF,A,15,KNN,0.38247948027895695,0.07299226722880861
combination_3_ABCDF,A,15,MICE,0.34432193874709427,0.06571029365402564
combination_3_ABCDF,A,15,RandomForest,0.3254761676868524,0.062113772459322994
combination_3_ABCDF,B,15,KNN,0.5430530704927418,0.07328651423653733
combination_3_ABCDF,B,15,MICE,0.4756480409494026,0.06419001902151181
combination_3_ABCDF,B,15,RandomForest,0.41661207387161453,0.05622295193948914
combination_3_ABCDF,C,15,KNN,0.6355047014140796,0.1053904977469452
combination_3_ABCDF,C,15,MICE,0.6056601171321195,0.10044114711975449
combination_3_ABCDF,C,15,RandomForest,0.5416091977806995,0.08981910410956875
combination_3_ABCDF,D,15,KNN,0.5238058410723173,0.09958285951945195
combination_3_ABCDF,D,15,MICE,0.5148790662185254,0.09788575403394016
combination_3_ABCDF,D,15,RandomForest,0.515440303612613,0.09799245315829144
combination_3_ABCDF,F,15,KNN,0.47083424306299354,0.058271564735519
combination_3_ABCDF,F,15,MICE,0.482115371399193,0.05966774398504863
combination_3_ABCDF,F,15,RandomForest,0.6028826575624797,0.07461419029238611
combination_3_ABCDF,AB,15,KNN,0.5310592780963466,0.08360273087448752
combination_3_ABCDF,AB,15,MICE,0.49318014335237753,0.07709791975155525
combination_3_ABCDF,AB,15,RandomForest,0.4472643751381587,0.06972819006047262
combination_3_ABCDF,AC,15,KNN,0.5392020246107778,0.09449731879104403
combination_3_ABCDF,AC,15,MICE,0.4282505766949923,0.07572482481917783
combination_3_ABCDF,AC,15,RandomForest,0.43089628728401175,0.07601925998097787
combination_3_ABCDF,AD,15,KNN,0.46019014165799055,0.08762572247094855
combination_3_ABCDF,AD,15,MICE,0.445519020340012,0.08482365108525357
combination_3_ABCDF,AD,15,RandomForest,0.4364569998918727,0.08309314085830637
combination_3_ABCDF,AF,15,KNN,0.4640977383418865,0.07037836477980039
combination_3_ABCDF,AF,15,MICE,0.38809378143372497,0.05967401330026215
combination_3_ABCDF,AF,15,RandomForest,0.3881258977525431,0.05860253071330936
combination_3_ABCDF,BC,15,KNN,0.5751586151607764,0.0875492707346811
combination_3_ABCDF,BC,15,MICE,0.4908862945149851,0.07362923846494866
combination_3_ABCDF,BC,15,RandomForest,0.45514107425868017,0.06929408653744078
combination_3_ABCDF,BD,15,KNN,0.5194091498733888,0.08435865106556802
combination_3_ABCDF,BD,15,MICE,0.4968423937192707,0.08214011422391634
combination_3_ABCDF,BD,15,RandomForest,0.4745980463357856,0.0799649271417716
combination_3_ABCDF,BF,15,KNN,0.5190389399954319,0.0669558566989321
combination_3_ABCDF,BF,15,MICE,0.4464721164711841,0.05785121228611795
combination_3_ABCDF,BF,15,RandomForest,0.44138939168130104,0.05697092613176378
combination_3_ABCDF,CD,15,KNN,0.573255641129174,0.10155101931796096
combination_3_ABCDF,CD,15,MICE,0.6215285785118124,0.10987188057153863
combination_3_ABCDF,CD,15,RandomForest,0.5720326965118302,0.10214124858437348
combination_3_ABCDF,CF,15,KNN,0.575412221046701,0.08392980487258979
combination_3_ABCDF,CF,15,MICE,0.5133013205790432,0.07609837238466936
combination_3_ABCDF,CF,15,RandomForest,0.4928490806427934,0.07279455038557223
combination_3_ABCDF,DF,15,KNN,0.5523324870717251,0.0869306229556637
combination_3_ABCDF,DF,15,MICE,0.4649068185996307,0.07415070599408488
combination_3_ABCDF,DF,15,RandomForest,0.4675926711154951,0.07372716050264093
combination_3_ABCDF,ABC,15,KNN,0.5803383615325646,0.0930740139903161
combination_3_ABCDF,ABC,15,MICE,0.5311338694741264,0.08490070554873105
combination_3_ABCDF,ABC,15,RandomForest,0.43270780178124846,0.06900943165482513
combination_3_ABCDF,ABD,15,KNN,0.5485882554141264,0.09136240316641547
combination_3_ABCDF,ABD,15,MICE,0.49944151390610064,0.0833708119307521
combination_3_ABCDF,ABD,15,RandomForest,0.43962182949457557,0.0734464467994032
combination_3_ABCDF,ABF,15,KNN,0.49946534517844177,0.07373004473115831
combination_3_ABCDF,ABF,15,MICE,0.4945668874001215,0.07165450888675913
combination_3_ABCDF,ABF,15,RandomForest,0.4981938252958202,0.07076270180598482
combination_3_ABCDF,ACD,15,KNN,0.4986792491370379,0.08965740719795384
combination_3_ABCDF,ACD,15,MICE,0.43546722017440787,0.07915914034465213
combination_3_ABCDF,ACD,15,RandomForest,0.4271719260234633,0.07801793925544719
combination_3_ABCDF,ACF,15,KNN,0.5292332121564578,0.08392300626334184
combination_3_ABCDF,ACF,15,MICE,0.4609709127105613,0.07205405718865482
combination_3_ABCDF,ACF,15,RandomForest,0.4607230518501809,0.07155610618881549
combination_3_ABCDF,ADF,15,KNN,0.47636609703027716,0.07971308821739002
combination_3_ABCDF,ADF,15,MICE,0.47437531588350323,0.07839762439139811
combination_3_ABCDF,ADF,15,RandomForest,0.47956001556955835,0.07938231091690975
combination_3_ABCDF,BCD,15,KNN,0.5216184635058688,0.08514867494692875
combination_3_ABCDF,BCD,15,MICE,0.4771557144545588,0.07707491317210358
combination_3_ABCDF,BCD,15,RandomForest,0.45876606216582994,0.07647959919067068
combination_3_ABCDF,BCF,15,KNN,0.5679506245175134,0.08140652453827678
combination_3_ABCDF,BCF,15,MICE,0.505082603204347,0.07103981803009449
combination_3_ABCDF,BCF,15,RandomForest,0.49085512478968407,0.06891893642926473
combination_3_ABCDF,BDF,15,KNN,0.5082749889509712,0.07611844461893894
combination_3_ABCDF,BDF,15,MICE,0.5085971045109458,0.07664966453680107
combination_3_ABCDF,BDF,15,RandomForest,0.5470629025747896,0.0825737897816228
combination_3_ABCDF,CDF,15,KNN,0.548626970030643,0.08853162050601451
combination_3_ABCDF,CDF,15,MICE,0.5978220374156238,0.0962815538284694
combination_3_ABCDF,CDF,15,RandomForest,0.5637871464364878,0.09069786151869112
combination_3_ABCDF,ABCD,15,KNN,0.5518978507671195,0.09179598840869976
combination_3_ABCDF,ABCD,15,MICE,0.505664873747756,0.08423742883010266
combination_3_ABCDF,ABCD,15,RandomForest,0.44153163798612016,0.07355170221583199
combination_3_ABCDF,ABCF,15,KNN,0.5558269258168574,0.08334642106913523
combination_3_ABCDF,ABCF,15,MICE,0.5782340451734806,0.08606427427829624
combination_3_ABCDF,ABCF,15,RandomForest,0.523771142043476,0.0765622392235029
combination_3_ABCDF,ABDF,15,KNN,0.5336601428620666,0.08292258640179946
combination_3_ABCDF,ABDF,15,MICE,0.5487070680512025,0.08420656030948033
combination_3_ABCDF,ABDF,15,RandomForest,0.5082313577332507,0.07712350846847849
combination_3_ABCDF,ACDF,15,KNN,0.5092258283290472,0.0838852320608425
combination_3_ABCDF,ACDF,15,MICE,0.5087293835871023,0.08268895940538881
combination_3_ABCDF,ACDF,15,RandomForest,0.5069781626225697,0.08253593063167267
combination_3_ABCDF,BCDF,15,KNN,0.5282180543215577,0.08092853047843757
combination_3_ABCDF,BCDF,15,MICE,0.5436326733916195,0.0813669754767837
combination_3_ABCDF,BCDF,15,RandomForest,0.5400790122695096,0.08148242439542962
combination_3_ABCDF,ABCDF,15,KNN,0.6012473994285539,0.09326429197410797
combination_3_ABCDF,ABCDF,15,MICE,0.5431535001787783,0.08410477721370607
combination_3_ABCDF,ABCDF,15,RandomForest,0.4882259239410198,0.07477690890966963
combination_3_ABCDF,A,20,KNN,0.41401520994625207,0.07901053624928477
combination_3_ABCDF,A,20,MICE,0.4143088515670768,0.0790665747265414
combination_3_ABCDF,A,20,RandomForest,0.3570810983357015,0.06814524777398885
combination_3_ABCDF,B,20,KNN,0.7857046403785511,0.10603301489589083
combination_3_ABCDF,B,20,MICE,0.7299365573712558,0.09850695780988605
combination_3_ABCDF,B,20,RandomForest,0.5173078785214907,0.06981212935512693
combination_3_ABCDF,C,20,KNN,0.8280399396289153,0.13732005632320327
combination_3_ABCDF,C,20,MICE,0.6580165620663262,0.1091238079711984
combination_3_ABCDF,C,20,RandomForest,0.7332880918251955,0.12160664872722977
combination_3_ABCDF,D,20,KNN,0.7400699696221693,0.14069771285592572
combination_3_ABCDF,D,20,MICE,0.6605827640715302,0.12558607681968253
combination_3_ABCDF,D,20,RandomForest,0.7216107478092075,0.13718835509680752
combination_3_ABCDF,F,20,KNN,0.5841370400209651,0.07229418812140657
combination_3_ABCDF,F,20,MICE,0.6000754272358055,0.0742667607965106
combination_3_ABCDF,F,20,RandomForest,0.6920420951673079,0.08564877415436979
combination_3_ABCDF,AB,20,KNN,0.6643915597463887,0.10341597011556809
combination_3_ABCDF,AB,20,MICE,0.6376826467412062,0.0980125714020482
combination_3_ABCDF,AB,20,RandomForest,0.536387256727803,0.08278372075551862
combination_3_ABCDF,AC,20,KNN,0.6380868067518872,0.11111480420566597
combination_3_ABCDF,AC,20,MICE,0.5159683517911222,0.09107979215576692
combination_3_ABCDF,AC,20,RandomForest,0.5664138311752417,0.0992614760293334
combination_3_ABCDF,AD,20,KNN,0.5718015188708755,0.10885753499349224
combination_3_ABCDF,AD,20,MICE,0.5546850958621107,0.10560354706450441
combination_3_ABCDF,AD,20,RandomForest,0.5477788247119062,0.10426942338606493
combination_3_ABCDF,AF,20,KNN,0.5489885370796278,0.08171314663629106
combination_3_ABCDF,AF,20,MICE,0.501769989659801,0.07618829893356517
combination_3_ABCDF,AF,20,RandomForest,0.51222571159521,0.07540815335101995
combination_3_ABCDF,BC,20,KNN,0.7756134767098424,0.11689481732302873
combination_3_ABCDF,BC,20,MICE,0.6817658174314568,0.10140237626168673
combination_3_ABCDF,BC,20,RandomForest,0.5896924682354353,0.08982279559243692
combination_3_ABCDF,BD,20,KNN,0.7276510741955563,0.11699330611146497
combination_3_ABCDF,BD,20,MICE,0.6981778049579391,0.11295160126060391
combination_3_ABCDF,BD,20,RandomForest,0.6213505696569126,0.10388397676060528
combination_3_ABCDF,BF,20,KNN,0.6865100332478017,0.08872421296364115
combination_3_ABCDF,BF,20,MICE,0.6604914064942762,0.08583523543401134
combination_3_ABCDF,BF,20,RandomForest,0.5836648607692535,0.07512233971940516
combination_3_ABCDF,CD,20,KNN,0.789487082230338,0.139970776515794
combination_3_ABCDF,CD,20,MICE,0.7464462082563602,0.13269381450237874
combination_3_ABCDF,CD,20,RandomForest,0.7419821783644157,0.13214548588257305
combination_3_ABCDF,CF,20,KNN,0.7535203791040708,0.11022240885162722
combination_3_ABCDF,CF,20,MICE,0.6287864130833862,0.09199935060211219
combination_3_ABCDF,CF,20,RandomForest,0.6896984628773808,0.10072469070747195
combination_3_ABCDF,DF,20,KNN,0.7097025224766786,0.11229252609122817
combination_3_ABCDF,DF,20,MICE,0.6259466266902132,0.09964369143794397
combination_3_ABCDF,DF,20,RandomForest,0.6616088689225152,0.10476874453207782
combination_3_ABCDF,ABC,20,KNN,0.6950317533232783,0.11069312178111765
combination_3_ABCDF,ABC,20,MICE,0.678418799551231,0.10710073071657056
combination_3_ABCDF,ABC,20,RandomForest,0.5530042071810715,0.08755125237329141
combination_3_ABCDF,ABD,20,KNN,0.6658647014479918,0.11015587005737568
combination_3_ABCDF,ABD,20,MICE,0.6659421137337768,0.10981493298570658
combination_3_ABCDF,ABD,20,RandomForest,0.5348492872425619,0.08857770333252456
combination_3_ABCDF,ABF,20,KNN,0.6771534860881923,0.09742182790184689
combination_3_ABCDF,ABF,20,MICE,0.6544809137714914,0.09332796517916676
combination_3_ABCDF,ABF,20,RandomForest,0.6702406967878596,0.0941637449622372
combination_3_ABCDF,ACD,20,KNN,0.6245960793727741,0.11203067755808484
combination_3_ABCDF,ACD,20,MICE,0.5502599151972905,0.09989002405025899
combination_3_ABCDF,ACD,20,RandomForest,0.5920262725820631,0.10696973484190629
combination_3_ABCDF,ACF,20,KNN,0.6751525595492784,0.10475349054111628
combination_3_ABCDF,ACF,20,MICE,0.5875555324256039,0.09052621501161154
combination_3_ABCDF,ACF,20,RandomForest,0.6528990191140477,0.10084893225579906
combination_3_ABCDF,ADF,20,KNN,0.6158197333719281,0.10138060082818125
combination_3_ABCDF,ADF,20,MICE,0.6188894353626854,0.10102685590257342
combination_3_ABCDF,ADF,20,RandomForest,0.6300629822846511,0.10187267754880695
combination_3_ABCDF,BCD,20,KNN,0.6837890744721652,0.11084549324434277
combination_3_ABCDF,BCD,20,MICE,0.6974652077916864,0.11175559018238453
combination_3_ABCDF,BCD,20,RandomForest,0.5785548425325314,0.09501613795957874
combination_3_ABCDF,BCF,20,KNN,0.7509702699446748,0.10686299223117546
combination_3_ABCDF,BCF,20,MICE,0.7276364637849404,0.10128534268290056
combination_3_ABCDF,BCF,20,RandomForest,0.6783435903665171,0.09542866473896376
combination_3_ABCDF,BDF,20,KNN,0.7257078406077611,0.10766998690114384
combination_3_ABCDF,BDF,20,MICE,0.7469781963129397,0.11042538671414907
combination_3_ABCDF,BDF,20,RandomForest,0.7315550986030858,0.10914817896152348
combination_3_ABCDF,CDF,20,KNN,0.7578988119757448,0.12199404898905475
combination_3_ABCDF,CDF,20,MICE,0.7560462491814117,0.12065113703876978
combination_3_ABCDF,CDF,20,RandomForest,0.7619664071762255,0.12172884984295052
combination_3_ABCDF,ABCD,20,KNN,0.6471080788881036,0.10722198004971636
combination_3_ABCDF,ABCD,20,MICE,0.6445157169073229,0.10607080994237546
combination_3_ABCDF,ABCD,20,RandomForest,0.5585982913093414,0.09310197207749163
combination_3_ABCDF,ABCF,20,KNN,0.6957454061056483,0.10383214633441651
combination_3_ABCDF,ABCF,20,MICE,0.7185870907266138,0.10662109343639284
combination_3_ABCDF,ABCF,20,RandomForest,0.6347323833672563,0.09283839288661172
combination_3_ABCDF,ABDF,20,KNN,0.6801331315760419,0.1041848171231176
combination_3_ABCDF,ABDF,20,MICE,0.7064147700936441,0.10858651758859739
combination_3_ABCDF,ABDF,20,RandomForest,0.6233461720437427,0.09414501655466659
combination_3_ABCDF,ACDF,20,KNN,0.6373175761714687,0.10328681424780088
combination_3_ABCDF,ACDF,20,MICE,0.5856020457215168,0.09519065563221056
combination_3_ABCDF,ACDF,20,RandomForest,0.6408929843943654,0.10374330819183504
combination_3_ABCDF,BCDF,20,KNN,0.7130140717921648,0.10781158292852286
combination_3_ABCDF,BCDF,20,MICE,0.733641267751344,0.11075125923768865
combination_3_ABCDF,BCDF,20,RandomForest,0.6445196925626642,0.09797142503499312
combination_3_ABCDF,ABCDF,20,KNN,0.6996439578240856,0.10855534921176069
combination_3_ABCDF,ABCDF,20,MICE,0.677208835301653,0.10398542057566125
combination_3_ABCDF,ABCDF,20,RandomForest,0.6277417426537644,0.09632914430248615
