Combination,FeatureComb,Percentage,Algorithm,Mean RMSE,Mean NRMSE
combination_2_ABCDE,DE,15,RandomForest,0.38870634590576747,0.0662237041726579
combination_2_ABCDE,ABC,15,KNN,0.6194631434987325,0.09000091685685835
combination_2_ABCDE,ABC,15,MICE,0.5999867947862199,0.08712489059072234
combination_2_ABCDE,ABC,15,RandomForest,0.593913677269959,0.0863809662925246
combination_2_ABCDE,ABD,15,KNN,0.5171374356495727,0.07614620941682032
combination_2_ABCDE,ABD,15,MICE,0.521052932700906,0.07581496327159934
combination_2_ABCDE,ABD,15,RandomForest,0.48272393976407924,0.0705777198205376
combination_2_ABCDE,ABE,15,KNN,0.5033020271393769,0.07286226677281461
combination_2_ABCDE,ABE,15,MICE,0.46419405910676603,0.06691241233499544
combination_2_ABCDE,ABE,15,RandomForest,0.4693586728728497,0.06820703749475485
combination_2_ABCDE,ACD,15,KNN,0.48330027574232054,0.07968707442066882
combination_2_ABCDE,ACD,15,MICE,0.46774082765459835,0.07716576651765393
combination_2_ABCDE,ACD,15,RandomForest,0.488090937580075,0.0805216495709105
combination_2_ABCDE,ACE,15,KNN,0.45918370848682477,0.07538766511116489
combination_2_ABCDE,ACE,15,MICE,0.4493536462756241,0.0738159790923394
combination_2_ABCDE,ACE,15,RandomForest,0.47205160437379073,0.0776940214361383
combination_2_ABCDE,ADE,15,KNN,0.38185822179402373,0.0654167964945887
combination_2_ABCDE,ADE,15,MICE,0.3618696436033025,0.06204638379040046
combination_2_ABCDE,ADE,15,RandomForest,0.36245819035479393,0.06210455071702377
combination_2_ABCDE,BCD,15,KNN,0.5822676585767119,0.0857015993475588
combination_2_ABCDE,BCD,15,MICE,0.5628654449412097,0.08260955162863853
combination_2_ABCDE,BCD,15,RandomForest,0.5695484132586611,0.08386516760622952
combination_2_ABCDE,BCE,15,KNN,0.5597634728003255,0.08178043518286608
combination_2_ABCDE,BCE,15,MICE,0.5455483743640251,0.07947814175879149
combination_2_ABCDE,BCE,15,RandomForest,0.5465670732172673,0.07989260155320939
combination_2_ABCDE,BDE,15,KNN,0.506367205901014,0.07559044434606094
combination_2_ABCDE,BDE,15,MICE,0.4625798836513487,0.0684238933108453
combination_2_ABCDE,BDE,15,RandomForest,0.4674743072976406,0.06942238603147649
combination_2_ABCDE,CDE,15,KNN,0.4969233502387192,0.0819969282396787
combination_2_ABCDE,CDE,15,MICE,0.4645459069161756,0.07649573308491396
combination_2_ABCDE,CDE,15,RandomForest,0.468602086156615,0.0772665268145412
combination_2_ABCDE,ABCD,15,KNN,0.5643458002936157,0.08464376217904589
combination_2_ABCDE,ABCD,15,MICE,0.5408046213521802,0.08080791992632438
combination_2_ABCDE,ABCD,15,RandomForest,0.5422079119233374,0.08151332987006646
combination_2_ABCDE,ABCE,15,KNN,0.5330713093061792,0.07900989368077811
combination_2_ABCDE,ABCE,15,MICE,0.5242393505688575,0.07788380536299666
combination_2_ABCDE,ABCE,15,RandomForest,0.5169122764701835,0.07692989422646676
combination_2_ABCDE,ABDE,15,KNN,0.46706948024141937,0.07054267689944602
combination_2_ABCDE,ABDE,15,MICE,0.46703797014236,0.0696617768574803
combination_2_ABCDE,ABDE,15,RandomForest,0.42698353111483023,0.06384108288173851
combination_2_ABCDE,ACDE,15,KNN,0.4405923353962026,0.07306361892892786
combination_2_ABCDE,ACDE,15,MICE,0.42196281230514765,0.06992172113011756
combination_2_ABCDE,ACDE,15,RandomForest,0.4439526195181817,0.07353735410768766
combination_2_ABCDE,BCDE,15,KNN,0.5198289364209407,0.07862515084619341
combination_2_ABCDE,BCDE,15,MICE,0.4929387393742955,0.07397831919199889
combination_2_ABCDE,BCDE,15,RandomForest,0.49200488012409405,0.07421592243949535
combination_2_ABCDE,ABCDE,15,KNN,0.526583271279191,0.08006154368734769
combination_2_ABCDE,ABCDE,15,MICE,0.4933446959367698,0.07500703342452335
combination_2_ABCDE,ABCDE,15,RandomForest,0.4919270678010898,0.07523863042975204
combination_2_ABCDE,A,20,KNN,0.3770568706999313,0.06546126227429361
combination_2_ABCDE,A,20,MICE,0.3893662208665178,0.06759830223377043
combination_2_ABCDE,A,20,RandomForest,0.3858388883991633,0.06698591812485473
combination_2_ABCDE,B,20,KNN,0.7999865830399081,0.09638392566745879
combination_2_ABCDE,B,20,MICE,0.7565597489031479,0.09115177697628288
combination_2_ABCDE,B,20,RandomForest,0.7315450003728516,0.08813795185215081
combination_2_ABCDE,C,20,KNN,0.7909996050005688,0.12476334463731369
combination_2_ABCDE,C,20,MICE,0.7636306816448974,0.1204464797547157
combination_2_ABCDE,C,20,RandomForest,0.7488170673697768,0.11810994753466512
combination_2_ABCDE,D,20,KNN,0.5339866603524417,0.09143607197815781
combination_2_ABCDE,D,20,MICE,0.45698871922386386,0.0782514930177849
combination_2_ABCDE,D,20,RandomForest,0.46098149109544906,0.07893518683141251
combination_2_ABCDE,E,20,KNN,0.43359956450958953,0.07349145161179484
combination_2_ABCDE,E,20,MICE,0.3960346670344263,0.06712451983634345
combination_2_ABCDE,E,20,RandomForest,0.38710010484340013,0.06561018726159325
combination_2_ABCDE,AB,20,KNN,0.7201195953461547,0.0993822484833156
combination_2_ABCDE,AB,20,MICE,0.6533704650511666,0.09002164536335856
combination_2_ABCDE,AB,20,RandomForest,0.6390195528910214,0.08775044557596606
combination_2_ABCDE,AC,20,KNN,0.5933653112753459,0.09654178453718645
combination_2_ABCDE,AC,20,MICE,0.5952985400785842,0.09704663358782936
combination_2_ABCDE,AC,20,RandomForest,0.6008837209106495,0.09805039266208718
combination_2_ABCDE,AD,20,KNN,0.45068566008211947,0.07760154822661057
combination_2_ABCDE,AD,20,MICE,0.45012538330584667,0.07754349214709183
combination_2_ABCDE,AD,20,RandomForest,0.44716032984252047,0.07703373264144846
combination_2_ABCDE,AE,20,KNN,0.39478727737391195,0.06769969193436902
combination_2_ABCDE,AE,20,MICE,0.38509809187321886,0.06607640856516372
combination_2_ABCDE,AE,20,RandomForest,0.4043348353777622,0.06938190938560766
combination_2_ABCDE,BC,20,KNN,0.815639462496369,0.11330088355260774
combination_2_ABCDE,BC,20,MICE,0.7811628158277956,0.10887286890042513
combination_2_ABCDE,BC,20,RandomForest,0.7686240184300933,0.1073753816600892
combination_2_ABCDE,BD,20,KNN,0.6918119169294805,0.09781009093599176
combination_2_ABCDE,BD,20,MICE,0.6433674950174482,0.09064767972876756
combination_2_ABCDE,BD,20,RandomForest,0.6191355033000311,0.08758588352612154
combination_2_ABCDE,BE,20,KNN,0.5833825655482668,0.07944082383963816
combination_2_ABCDE,BE,20,MICE,0.5647799319648398,0.07728588026575169
combination_2_ABCDE,BE,20,RandomForest,0.5394947795353834,0.07424646503836677
combination_2_ABCDE,CD,20,KNN,0.662507619597617,0.10805731355109716
combination_2_ABCDE,CD,20,MICE,0.6449411030392226,0.10523280187865622
